,Unnamed: 0,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,display_address,latitude,longitude
834,834,zCOxCmATUDkaX3bmZGtKzA,retirement_homes,Elizabethan Manor,False,15412767157,44882 Mission Rd,,,Pendleton,97801,US,OR,"['44882 Mission Rd', 'Pendleton, OR 97801']",45.668040000000005,-118.74218
835,835,wo-YMPD9KCrOFoBz-NrU1A,retirement_homes,Suttle Care & Retirement,False,15412780174,1601 SW 24th St,,,Pendleton,97801,US,OR,"['1601 SW 24th St', 'Pendleton, OR 97801']",45.65145,-118.80891000000001
1893,1893,Ocdu6M6ppL3ZUMqbGn6Txg,retirement_homes,Rock Creek,False,15038280392,10205 NE Cornell Rd,,,Hillsboro,97124,US,OR,"['10205 NE Cornell Rd', 'Hillsboro, OR 97124']",45.5349875,-122.87469679999998
1897,1897,v6b4xOEgEymR6P3m4k1U0A,retirement_homes,Clare Bridge of Beaverton,False,15034391653,16655 NW Walker Rd,,,Beaverton,97006,US,OR,"['16655 NW Walker Rd', 'Beaverton, OR 97006']",45.52023,-122.84813999999999
1899,1899,fOuSnEr5NoROw7fCqaulpw,retirement_homes,Avamere At Bethany,False,15036902402,16360 NW Avamere Ct,,,Portland,97229,US,OR,"['16360 NW Avamere Ct', 'Portland, OR 97229']",45.54945,-122.84653999999999
1903,1903,wkeMsgswIq4xjhCsYfP40Q,retirement_homes;apartments,Avamere atHillsboro,False,15036939944,2000 SE 30th Ave,,,Hillsboro,97123,US,OR,"['2000 SE 30th Ave', 'Hillsboro, OR 97123']",45.504974,-122.950172
3267,3267,sYfwAawbs2arLYGz8MwF7A,retirement_homes;hospice,Radiant Senior Living,False,15035952810,10220 SW Greenburg Rd,Ste 201,,Portland,97223,US,OR,"['10220 SW Greenburg Rd', 'Ste 201', 'Portland, OR 97223']",45.4460602,-122.7741013
3286,3286,O7RAjV3GgFMXXMTN44wDZQ,retirement_homes,Hope Village,False,15032664673,1535 S Ivy St,,,Canby,97013,US,OR,"['1535 S Ivy St', 'Canby, OR 97013']",45.25005,-122.68923000000001
3294,3294,J-E0mhOG0Wwro8HkW79nFg,retirement_homes,SpringRidge at Charbonneau,False,15039254143,32200 SW French Prairie Rd,,,Wilsonville,97070,US,OR,"['32200 SW French Prairie Rd', 'Wilsonville, OR 97070']",45.2880506449189,-122.76770107293501
3298,3298,vxomUInSCTfaCKlKE5fxhA,hospice;retirement_homes,Emeritus at Park Place,False,15033760785,8445 SW Hemlock,,,Portland,97223,US,OR,"['8445 SW Hemlock', 'Portland, OR 97223']",45.451159999999994,-122.76386200000002
